,between_days,depYear,c_uniqueUnitID,latitudeDeployed_DecDeg,longitudeDeployed_DecDeg,DataType
2,2011-04-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-09,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-10,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-11,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-12,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-13,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-14,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-15,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-16,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-23,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-24,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-25,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-26,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-27,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-28,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-29,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-04-30,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-01,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
2,2011-05-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0207_FD02006_CCB20,41.8948,-70.4439,Acoustic
3,2011-02-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-23,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-24,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-25,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-26,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-27,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-02-28,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-01,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-09,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-10,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-11,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-12,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-13,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-14,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-15,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-16,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-23,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-24,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-25,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-26,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-27,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-28,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-29,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-30,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-03-31,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-01,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-09,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-10,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-11,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-12,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-13,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-14,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-15,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-16,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-23,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-24,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-25,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-26,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-27,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-28,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-29,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-04-30,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-01,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
3,2011-05-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0208_FD02020_CCB20,41.9334,-70.1859,Acoustic
4,2011-02-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-23,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-24,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-25,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-26,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-27,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-02-28,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-01,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-09,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-10,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-11,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-12,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-13,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-14,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-15,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-16,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-23,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-24,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-25,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-26,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-27,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-28,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-29,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-30,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-03-31,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-01,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-09,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-10,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-11,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-12,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-13,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-14,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-15,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-16,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-23,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-24,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-25,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-26,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-27,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-28,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-29,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-04-30,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-01,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-02,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-03,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-04,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-05,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-06,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-07,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
4,2011-05-08,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0209_FD02000_CCB20,41.9508,-70.3901,Acoustic
5,2011-02-17,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0211_FD02002_CCB20,41.9711,-70.4765,Acoustic
5,2011-02-18,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0211_FD02002_CCB20,41.9711,-70.4765,Acoustic
5,2011-02-19,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0211_FD02002_CCB20,41.9711,-70.4765,Acoustic
5,2011-02-20,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0211_FD02002_CCB20,41.9711,-70.4765,Acoustic
5,2011-02-21,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0211_FD02002_CCB20,41.9711,-70.4765,Acoustic
5,2011-02-22,2011,2011_BRP_CCB_S1016_Dep20_20110217_PU0211_FD02002_CCB20,41.9711,-70.4765,Acoustic
